2025.03.14 22:17:25.918	Mouse Up: Left
2025.03.14 22:17:25.965	Mouse Down: Left
2025.03.14 22:17:25.996	Mouse Up: Left
2025.03.14 22:17:26.086	Mouse Down: Left
2025.03.14 22:17:26.139	Mouse Up: Left
2025.03.14 22:17:26.190	Mouse Down: Left
2025.03.14 22:17:26.222	Mouse Up: Left
2025.03.14 22:17:26.268	Mouse Down: Left
2025.03.14 22:17:26.300	Mouse Up: Left
2025.03.14 22:17:26.389	Mouse Down: Left
2025.03.14 22:17:26.441	Mouse Up: Left
2025.03.14 22:17:26.492	Mouse Down: Left
2025.03.14 22:17:26.524	Mouse Up: Left
2025.03.14 22:17:26.571	Mouse Down: Left
2025.03.14 22:17:26.603	Mouse Up: Left
2025.03.14 22:17:26.704	Mouse Down: Left
2025.03.14 22:17:26.756	Mouse Up: Left
2025.03.14 22:17:26.808	Mouse Down: Left
2025.03.14 22:17:26.839	Mouse Up: Left
2025.03.14 22:17:26.886	Mouse Down: Left
2025.03.14 22:17:26.918	Mouse Up: Left
2025.03.14 22:17:27.007	Mouse Down: Left
2025.03.14 22:17:27.060	Mouse Up: Left
2025.03.14 22:17:27.110	Mouse Down: Left
2025.03.14 22:17:27.142	Mouse Up: Left
2025.03.14 22:17:27.189	Mouse Down: Left
2025.03.14 22:17:27.221	Mouse Up: Left
2025.03.14 22:17:27.317	Mouse Down: Left
2025.03.14 22:17:27.368	Mouse Up: Left
2025.03.14 22:17:27.419	Mouse Down: Left
2025.03.14 22:17:27.453	Mouse Up: Left
2025.03.14 22:17:27.498	Mouse Down: Left
2025.03.14 22:17:27.530	Mouse Up: Left
2025.03.14 22:17:27.619	Mouse Down: Left
2025.03.14 22:17:27.672	Mouse Up: Left
2025.03.14 22:17:27.723	Mouse Down: Left
2025.03.14 22:17:27.755	Mouse Up: Left
2025.03.14 22:17:27.801	Mouse Down: Left
2025.03.14 22:17:27.833	Mouse Up: Left
2025.03.14 22:17:27.923	Mouse Down: Left
2025.03.14 22:17:27.975	Mouse Up: Left
2025.03.14 22:17:28.025	Mouse Down: Left
2025.03.14 22:17:28.058	Mouse Up: Left
2025.03.14 22:17:28.122	Mouse Down: Left
2025.03.14 22:17:28.154	Mouse Up: Left
2025.03.14 22:17:32.315	Send: {space} /-1
2025.03.14 22:17:32.318	Send: 1 /-1
2025.03.14 22:17:32.319	Send: 2 /-1
2025.03.14 22:17:32.320	Send: 3 /-1
2025.03.14 22:17:32.322	Send: 4 /-1
